und_umls_cuii,umls_cui
C0006826,C1701752
C0006826,C2697824
C0027765,C1506511
C0004936,C1506511
C0600260,C1881283
C0035204,C1881283
C0035204,C1881283
C0030567,C0673470
C0027765,C0673470
C0006826,C2987424
C0301872,C2987424
C0012242,C0531483
C0025517,C0531483
C0559031,C0531483
C0232589,C0531483
C0012242,C3274805
C0025517,C3274805
C0559031,C3274805
C0232589,C3274805
C0006826,C0069606
C0301872,C0069606
C1149475,C0069606
C1149475,C0069606
C0018799,C0257190
C0007222,C0257190
C0018799,C1685365
C0007222,C1685365
C0035204,C3264621
C0006826,C1135132
C0301872,C1135132
C0006826,C3273711
C0301872,C3273711
C0301872,C3489764
C0301872,C3489764
C1149183,C3489764
C0021311,C0771080
C0243010,C0771080
C0042769,C0771080
C0004623,C0064165
C0021311,C0064165
C0021311,C0285885
C0042769,C0285885
C0018889,C0022471
C0030499,C0022471
C0040820,C0022471
C0037278,C0022487
C0162627,C0022487
C0037274,C0022487
C0012242,C0700540
C0025517,C0700540
C0004623,C0700540
C0015404,C0700540
C0037278,C0700540
C0162627,C0700540
C0011991,C0700540
C0178238,C0700540
C0014356,C0700540
C0015403,C0700540
C0021311,C0700540
C0037274,C0700540
C0015397,C0700540
C0152027,C0700540
C0012242,C0353902
C0025517,C0353902
C0011991,C0353902
C0178238,C0353902
C0014356,C0353902
C0221171,C0064260
C3179159,C0064260
C0027765,C0064260
C0004936,C0064260
C0011630,
C0037274,
C0015397,C0064286
C0152027,C0064286
C0015397,
C0152027,
C0162429,C0022564
C0030499,C0022611
C0030499,C0022611
C0013578,C0022611
C0036262,C0022611
C3179301,C0700541
C0027765,C0700541
C0020538,C1517662
C0007222,C1517662
C1152740,C1517662
C0030193,C0952503
C0027765,C0952503
C0019112,C0064312
C0007222,C0064312
C1389629,C0064312
C0019112,C0064312
C0007222,C0064312
C1389629,C0064312
C0021368,C0022635
C0035435,C0022635
C0026857,C0022635
C0021368,C0064325
C0035435,C0064325
C0021368,C0064325
C0026857,C0064325
C0026857,C0064325
C0003862,C0064325
C0231528,C0064325
C0021368,C0772097
C0035435,C0772097
C0021368,C0772097
C0026857,C0772097
C0026857,C0772097
C0003862,C0772097
C0231528,C0772097
C0239429,C0064326
C0021368,C0064326
C0035435,C0064326
C0026857,C0064326
C0015397,C0064326
C0152027,C0064326
C0847614,C0022642
C1152738,C0022642
C0033774,C0022642
C0027424,C0022642
C0037274,C0022642
C0028432,C0022642
C0035204,C0022642
C0847614,C0043443
C1152738,C0043443
C1152738,C0043443
C0033774,C0043443
C0852875,C0043443
C1408760,C0043443
C0027424,C0043443
C0037274,C0043443
C0028432,C0043443
C0015397,C0043443
C0035204,C0043443
C0035204,C0043443
C0152027,C0043443
C0018799,C0022643
C0007222,C0022643
C0600260,C0022643
C0080276,C0022643
C0035204,C0022643
C0426390,C0022643
C0042075,C0022643
C0042401,C0022643
C0080276,C0022643
C0426390,C0022643
C0042075,C0022643
C0037274,C0049579
C0004623,C0022723
C0021311,C0022723
C0004623,C0022723
C0021311,C0022723
C0021311,C0001699
C0009443,C0001699
C0010200,C0001699
C0035204,C0001699
C0035204,C0001699
C0037274,C0064401
C0035204,C0303689
C0234098,C0699440
C0544652,C0699440
C0007222,C0699440
C0014544,C0893761
C0027765,C0893761
C0012242,C0064582
C0025517,C0064582
C0011991,C0064582
C0178238,C0064582
C0014356,C0064582
C0037274,C0064582
C0037274,C0064582
C0037274,C0064582
C0151908,C0064582
C0849640,C0064582
C0043037,C0064582
C0010046,C0064582
C0012242,C2697878
C0025517,C2697878
C0009806,C2697878
C0012242,C0022939
C0025517,C0022939
C0011991,C0022939
C0178238,C0022939
C0014356,C0022939
C0080276,C0022939
C0017411,C0022939
C0012242,C0022939
C0025517,C0022939
C0011991,C0022939
C0178238,C0022939
C0014356,C0022939
C0012242,C0317604
C0025517,C0317604
C0026636,C0317604
C0012242,C0317591
C0025517,C0317591
C0012242,C0317591
C0025517,C0317591
C0011991,C0317591
C0178238,C0317591
C0014356,C0317591
C0151713,C0317591
C0017168,C0317591
C0030920,C0317591
C0012242,C0022940
C0025517,C0022940
C0011991,C0022940
C0178238,C0022940
C0014356,C0022940
C0012242,C0317597
C0025517,C0317597
C0011991,C0317597
C0178238,C0317597
C0014356,C0317597
C0080276,C0317597
C1262234,C0317597
C0080276,C0317614
C0017411,C0317614
C0012242,C0317603
C0025517,C0317603
C0011991,C0317603
C0080276,C0317620
C1262234,C0317620
C0012242,C0317592
C0025517,C0317592
C0011991,C0317592
C0178238,C0317592
C0014356,C0317592
C0012242,C1260937
C0025517,C1260937
C0011991,C1260937
C0178238,C1260937
C0014356,C1260937
C0012242,C0022938
C0025517,C0022938
C0011991,C0022938
C0178238,C0022938
C0014356,C0022938
C0012242,C1080735
C0025517,C1080735
C0011991,C1080735
C0178238,C1080735
C0014356,C1080735
C0012242,C0317608
C0025517,C0317608
C0011991,C0317608
C0178238,C0317608
C0014356,C0317608
C0080276,C0317608
C0017411,C0317608
C0012242,C0317625
C0025517,C0317625
C0012242,C0317625
C0025517,C0317625
C0011991,C0317625
C0178238,C0317625
C0014356,C0317625
C0026636,C0317625
C0012242,C0317597
C0025517,C0317597
C0011991,C0317597
C0178238,C0317597
C0014356,C0317597
C0080276,C0317597
C0017411,C0317597
C0012242,C0022942
C0025517,C0022942
C0702166,C0022942
C0037274,C0022942
C0012238,C0022942
C0162429,
C0425424,
C0012242,
C0025517,
C0011991,
C0012242,C0022948
C0025517,C0022948
C0026636,C0022948
C0012242,C0026138
C0025517,C0026138
C0011991,C0026138
C0178238,C0026138
C0014356,C0026138
C0162429,C1572745
C0012242,C0022957
C0025517,C0022957
C0267792,C0022957
C0023895,C0022957
C0301872,
C0301872,
C1149183,
C0006826,C2827222
C0301872,C2827222
C0006826,C0878244
C0301872,C0878244
C0021311,C0046813
C0042769,C0046813
C2257391,C0046813
C0040053,C0380040
C0018939,C0380040
C0032176,C0380040
C0027686,
C0015397,
C0152027,
C0152027,
C0018799,C0022994
C0007222,C0022994
C0035204,C0058815
C0544652,C0905464
C0007222,C0905464
C0544652,C0905464
C0007222,C0905464
C0021311,C2931958
C0042769,C2931958
C2258907,C2931958
C0021311,C3530114
C0042769,C3530114
C2258907,C3530114
C0006826,C0916124
C0011630,C0125333
C0037274,C0125333
C0040053,C0753753
C0018939,C0753753
C1149475,C0771414
C0006826,C1506770
C1150527,C1506770
C0006826,C1504917
C1150527,C1504917
C0006826,C1504917
C1150527,C1504917
C0037278,C0064657
C0037274,C0064657
C0003811,C0064656
C0018799,C0064656
C0007222,C0064656
C0003811,C0064656
C0018799,C0064656
C0007222,C0064656
C0006826,C1260208
C0301872,C1260208
C0027765,C1260208
C0006826,C2697896
C0301872,C2697896
C0027765,C2697896
C0012242,C2825587
C0025517,C2825587
C0006826,C2713559
C0301872,C2713559
C0007222,C1956497
C0020443,C1956497
C0020557,C1956497
C0020473,C1956497
C0006826,C2603883
C0301872,C2603883
C0021311,C2825281
C0042769,C2825281
C2263455,C2825281
C0030193,C2974931
C0149931,C2974931
C0027765,C2974931
C1152741,C2974931
C0080276,C0963839
C1148776,C0963839
C0678884,C0963839
C1522384,C0963839
C0004623,C0026651
C0021311,C0026651
C0017601,C0090306
C3179192,C0090306
C0015397,C0090306
C1152751,C0090306
C0152027,C0090306
C1152738,C0058188
C0027765,C0058188
C0035204,C0058188
C0702166,C0023139
C0037274,C0023139
C0037278,C2825362
C0037274,C2825362
C0037278,C2825362
C0037274,C2825362
C0030567,C0209106
C0234101,C0209106
C1151830,C0209106
C0027765,C0209106
C0009443,C0006992
C0010200,C0006992
C0425511,C0006992
C0542098,C0006992
C0035204,C0006992
C0032343,C0771931
C2984247,C2933615
C0007222,C2933615
C0012242,C0064711
C0025517,C0064711
C0037274,C0064711
C0026636,C0064711
C0037278,C0064720
C0037274,C0064720
C0037274,C0302223
C0151908,C0302223
C0849640,C0302223
C0012242,
C0025517,
C0267792,
C0023895,
C0301872,C2981360
C0301872,C2981360
C1149183,C2981360
C0012242,C0031617
C0025517,C0031617
C0267792,C0031617
C0007222,C0031617
C0020443,C0031617
C0020557,C0031617
C0162429,C0031617
C0023895,C0031617
C0020473,C0031617
C0006826,C1519224
C0030193,C0064766
C0027765,C0064766
C0015967,C0064766
C0030193,C0064766
C0027765,C0064766
C0015967,C0064766
C0006826,C1144149
C0301872,C1144149
C0004623,C0125457
C0021311,C0125457
C0004623,C0125457
C0021311,C0125457
C0301872,C0757421
C0301872,C0757421
C0033975,C0064748
C0027765,C0064748
C0004936,C0064748
C0033975,C0959966
C0027765,C0959966
C0004936,C0959966
C0011570,C2827231
C0027765,C2827231
C0004936,C2827231
C0006826,C2986924
C1150527,C2986924
C0021311,C0771771
C1153433,C0595331
C0007222,C0595331
C0042373,C0595331
C0012242,C0758799
C0025517,C0758799
C0027498,C0758799
C1152740,C0758799
C0021311,C2827232
C0042769,C2827232
C1373120,C2827232
C0018099,
C0026857,
C2612523,
C0080276,
C0042075,
C0006826,C1541677
C0040053,C3272850
C0018939,C3272850
C1149587,C3272850
C0027765,C2825404
C0004936,C2825404
C1263846,C2825404
C0679466,C2825404
C0021311,
C0042769,
C0012242,C0023401
C0025517,C0023401
C0012242,C0023401
C0025517,C0023401
C0267792,C0023401
C0023895,C0023401
C3179301,C2825617
C3179301,C2825617
C0027765,C2825617
C3179301,C0064796
C3179301,C0064796
C0027765,C0064796
C0155765,C0064803
C0006826,C0023516
C0301872,C0023516
C0006826,C0376721
C0301872,C0376721
C0006826,C0700596
C0301872,C0700596
C1149475,C0700596
C1152775,C0700596
C0032343,C0023554
C0032343,C0770439
C0018889,C0733383
C0027583,C0733383
C0030499,C0733383
C1153433,C2717539
C0007222,C2717539
C1153433,C0354468
C0007222,C0354468
C1153433,C2697915
C0007222,C2697915
C1153433,C0886699
C0007222,C0886699
C0027424,C0724614
C0028432,C0724614
C0035204,C0724614
C0035204,C0724614
C0017601,C0733365
C3179192,C0733365
C0544652,C0733365
C0015397,C0733365
C0152027,C0733365
C3179301,C0873119
C3179301,C0873119
C0027765,C0873119
C0847614,C0771194
C0852875,C0771194
C1408760,C0771194
C0027424,C0771194
C0028432,C0771194
C0015397,C0771194
C0035204,C0771194
C0152027,C0771194
C0007222,C0087163
C0012242,C1178502
C0025517,C1178502
C0012242,C2927611
C0025517,C2927611
C0012242,C0087163
C0025517,C0087163
C0012242,C1337234
C0025517,C1337234
C0007222,C1337234
C1152738,C1321643
C0035204,C1321643
C0009443,C0055930
C0010200,C0055930
C0035204,C0055930
C0009443,C2987012
C0010200,C2987012
C0035204,C2987012
C0009443,C0972079
C0010200,C0972079
C0035204,C0972079
C0015403,C0282386
C0015397,C0282386
C0152027,C0282386
C0152027,C0282386
C0004623,C0282386
C0015403,C0282386
C0021311,C0282386
C0015397,C0282386
C0152027,C0282386
C0152027,C0282386
C0004623,C0282386
C0021311,C0282386
C0004623,C0282386
C0021311,C0282386
C0004623,C0282386
C0015403,C0282386
C0021311,C0282386
C0015397,C0282386
C0152027,C0282386
C0152027,C0282386
C0412837,C2721771
C0002871,C2721771
C0018939,C2721771
C0412837,C2721771
C0016412,C2721771
C0042847,C2721771
C0012242,C0017797
C0025517,C0017797
C0267792,C0017797
C0023895,C0017797
C0002871,C2825462
C0018939,C2825462
C0016412,C2825462
C0042847,C2825462
C1822291,C0053774
C0037274,C0053774
C0037299,C0053774
C0043250,C0053774
C0033774,C0771655
C0009443,C0771655
C0010200,C0771655
C0037274,C0771655
C0035204,C0771655
C0035204,C0771655
C0033975,C0025678
C0027765,C0025678
C0004936,C0025678
C0033975,C0304375
C0027765,C0304375
C0004936,C0304375
C0033975,C0607673
C0027765,C0607673
C0004936,C0607673
C0085281,C0772241
C0524662,C0772241
C0027765,C0772241
C0085281,C0772242
C0524662,C0772242
C0027765,C0772242
C0085281,C0772342
C0524662,C0772342
C0027765,C0772342
C0085281,C0282232
C0524662,C0282232
C0027765,C0282232
C0011570,C1533126
C0027765,C1533126
C0004936,C1533126
C0544652,C2983994
C0007222,C2983994
C0032995,C0023566
C0080276,C0023566
C0080276,C0023566
C0032995,C0023566
C0017411,C0023566
C0678884,C0023566
C1522384,C0023566
C0032995,C2697917
C0080276,C2697917
C0080276,C2697917
C0080276,C2697917
C0032995,C2697917
C0032995,C2697917
C0017411,C2697917
C3179264,C2697917
C0678884,C2697917
C1522384,C2697917
C0678884,C2697917
C1522384,C2697917
C0030193,C0023582
C0027765,C0023582
C0030193,C1321938
C0027765,C1321938
C0012242,C2827240
C0025517,C2827240
C0028754,C2827240
C0027424,C2827240
C0028432,C2827240
C0035204,C2827240
C0012242,C2827240
C0025517,C2827240
C0028754,C2827240
C0011630,C0878209
C0037274,C0878209
C0080276,C0878209
C1262234,C0878209
C0080276,C0666003
C0678884,C0666003
C1522384,C0666003
C0030193,C0023586
C0027765,C0023586
C0030193,C0596008
C0027765,C0596008
C0030193,C0596008
C0027765,C0596008
C0234098,C0772501
C0234098,C0772501
C0600260,C0772501
C0600260,C0772501
C0035204,C0772501
C0035204,C0772501
C0544654,C0772501
C0544654,C0772501
C0234098,C0772502
C0234098,C0772502
C0600260,C0772502
C0600260,C0772502
C0035204,C0772502
C0035204,C0772502
C0544654,C0772502
C0544654,C0772502
C0234098,C2827233
C0234098,C2827233
C0600260,C2827233
C0600260,C2827233
C0035204,C2827233
C0035204,C2827233
C0544654,C2827233
C0544654,C2827233
C0234098,C1576818
C0600260,C1576818
C0035204,C1576818
C0544654,C1576818
C0012242,C0210380
C0025517,C0210380
C0559031,C0210380
C0232589,C0210380
C1149475,C0040165
C0020676,C0040165
C0040128,C0040165
C0002871,
C0018939,
C0006826,C1721684
C0301872,C1721684
C0006826,C2700089
C0301872,C2700089
C0033860,C0165479
C0037274,C0165479
C0033860,C0245820
C0037274,C0245820
C0033860,C2697919
C0037274,C2697919
C2258685,C0055225
C2984247,C0055225
C0007222,C0055225
C0033975,C1567854
C0027765,C1567854
C0004936,C1567854
C0037274,C0125821
C0012242,C0064961
C0025517,C0064961
C0011991,C0064961
C0178238,C0064961
C0014356,C0064961
C0232588,C0064961
C0012242,C0771745
C0025517,C0771745
C0011991,C0771745
C0178238,C0771745
C0014356,C0771745
C0232588,C0771745
C0012242,C0023660
C0025517,C0023660
C0080276,C0023660
C0026636,C0023660
C0042075,C0023660
C3179301,C0546869
C3179301,C0546869
C3179301,C0546869
C3179301,C0546869
C0003811,C0546869
C0019112,C0546869
C0033774,C0546869
C0018799,C0546869
C0007222,C0546869
C0007222,C0546869
C0037274,C0546869
C0080276,C0546869
C0002934,C0546869
C0027765,C0546869
C0015397,C0546869
C0013447,C0546869
C0035204,C0546869
C0152027,C0546869
C0031345,C0546869
C0042075,C0546869
C1389629,C0546869
C3179301,C0546869
C3179301,C0546869
C0027765,C0546869
C0232741,C0064964
C0007222,C0125829
C0020443,C0125829
C0020557,C0125829
C0598783,C0125829
C0239429,
C0015397,
C0152027,
C0012242,C0727050
C0025517,C0727050
C0037274,C0727050
C0151908,C0727050
C0849640,C0727050
C0009806,C0727050
C0012242,C0065517
C0025517,C0065517
C0012242,C0065517
C0025517,C0065517
C0151713,C0065517
C0009806,C0065517
C0012242,C0023705
C0025517,C0023705
C0011991,C0023705
C0178238,C0023705
C0014356,C0023705
C0018799,C0076305
C0007222,C0076305
C0042401,C0076305
C0018799,C0064987
C0007222,C0064987
C0007222,C0064987
C0042401,C0064987
C0018799,C2003502
C0007222,C2003502
C0007222,C2003502
C0042401,C2003502
C0015397,C1301519
C0152027,C1301519
C0012242,C2000261
C0025517,C2000261
C0009806,C2000261
C0012242,C2746078
C0025517,C2746078
C0020456,C2746078
C2258748,C2746078
C0011847,C2746078
C0015397,C0064997
C0152027,C0064997
C0015404,C0023726
C0037278,C0023726
C0162627,C0023726
C0015403,C0023726
C0699744,C0023726
C0037274,C0023726
C0015397,C0023726
C0013447,C0023726
C0152027,C0023726
C0152027,C0023726
C0004623,C0282219
C0015404,C0282219
C0037278,C0282219
C0162627,C0282219
C0015403,C0282219
C0699744,C0282219
C0021311,C0282219
C0037274,C0282219
C0015397,C0282219
C0013447,C0282219
C0152027,C0282219
C0152027,C0282219
C0004623,C2064762
C0021311,C2064762
C0006826,C1737951
C1150527,C1737951
C0037274,C0023749
C0028754,C0023749
C0151908,C0023749
C0849640,C0023749
C0162429,C0023749
C0162429,C0023749
C0007222,C0125903
C0020443,C0125903
C0020557,C0125903
C0020473,C0125903
C0004623,
C0021311,
C0018799,C0951117
C0007222,C0951117
C0042401,C0951117
C0006826,C2987649
C1150527,C2987649
C0006826,C1311738
C0301872,C1311738
C1149475,C0041014
C0020676,C0041014
C0040128,C0041014
C1149475,C0771762
C0020676,C0771762
C0040128,C0771762
C0012242,C0023764
C0025517,C0023764
C0012238,C0023764
C0006826,
C0301872,
C0018951,
C0018939,C0023779
C3163616,C0023779
C0162429,C0023779
C0006826,C0023810
C0301872,C0023810
C0006826,C1522690
C0301872,C1522690
C0012242,C1456408
C0025517,C1456408
C0011847,C1456408
C0020456,C1456408
C0011630,C1173390
C0037274,C1173390
C0006826,
C0301872,
C0600260,C2826085
C0035204,C2826085
C0877014,C1873633
C0027765,C1873633
C0004936,C1873633
C1263846,C1873633
C0679466,C1873633
C0877014,C1739826
C0027765,C1739826
C0004936,C1739826
C1263846,C1739826
C0679466,C1739826
C2258685,C0065374
C2984247,C0065374
C0007222,C0065374
C0006826,C0243902
C0301872,C0243902
C0030193,C0024373
C0149931,C0024373
C0080276,C0024373
C0027765,C0024373
C0017411,C0024373
C2611224,C0024373
C0037274,C0023870
C0033975,C0125995
C0027765,C0125995
C0004936,C0125995
C0030193,C0304348
C0027765,C0304348
C0015967,C0304348
C0033975,C1966347
C0027765,C1966347
C0004936,C1966347
C0007222,C0771566
C0012797,C0771566
C0033975,C0065086
C0027765,C0065086
C0004936,C0065086
C0033975,C0085217
C0027765,C0085217
C0004936,C0085217
C0033975,C0065088
C0027765,C0065088
C0004936,C0065088
C0033975,C0125997
C0027765,C0125997
C0004936,C0125997
C0033975,C0206486
C0027765,C0206486
C0004936,C0206486
C0033975,C0126000
C0037274,C0126000
C0027765,C0126000
C0004936,C0126000
C0033975,C0065091
C0027765,C0065091
C0004936,C0065091
C0030193,C0771417
C0027765,C0771417
C0015967,C0771417
C0033975,C0065094
C0027765,C0065094
C0004936,C0065094
C0006826,C2981845
C1150527,C2981845
C0019112,C0669253
C0007222,C0669253
C1389629,C0669253
C0002871,C0023899
C0018939,C0023899
C0002871,C1572694
C0018939,C1572694
C0012242,C0023899
C0025517,C0023899
C0002871,C0023899
C0267792,C0023899
C0018939,C0023899
C0023895,C0023899
C0002871,C0982263
C0018939,C0982263
C0012242,C2973895
C0025517,C2973895
C0011847,C2973895
C0020456,C2973895
C0007222,C0676838
C0012797,C0676838
C1149154,C0676838
C0006826,C0165747
C0301872,C0165747
C0600260,C0023929
C0085281,C0023929
C0028043,C0023929
C0027765,C0023929
C0035204,C0023929
C0600260,C0023929
C0035204,C0023929
C0600260,C0770987
C0085281,C0770987
C0028043,C0770987
C0027765,C0770987
C0035204,C0770987
C0021368,C0065141
C0035435,C0065141
C0026857,C0065141
C0021368,C0126105
C0035435,C0126105
C0026857,C0126105
C0021311,C0286536
C0042769,C0286536
C0007222,
C0020443,
C0020557,
C0020473,
C0242350,C2606812
C0080276,C2606812
C0042075,C2606812
C0242350,C2606812
C0080276,C2606812
C0042075,C2606812
C0021311,C0649962
C0042769,C0649962
C2257391,C0649962
C0852875,C0065148
C1408760,C0065148
C0015397,C0065148
C0152027,C0065148
C0011570,C0023330
C0027765,C0023330
C0598962,C0023330
C0004936,C0023330
C0234098,C0065152
C0020538,C0065152
C0007222,C0065152
C0234098,C0771049
C0020538,C0771049
C0007222,C0771049
C0085281,C0771049
C0524662,C0771049
C0027765,C0771049
C0037278,C0065162
C0162627,C0065162
C0699744,C0065162
C0015403,C0065162
C0037274,C0065162
C0015397,C0065162
C0013447,C0065162
C0015397,C0065162
C0152027,C0065162
C0152027,C0065162
C0004623,C0065162
C0015403,C0065162
C0021311,C0065162
C0015397,C0065162
C0152027,C0065162
C0152027,C0065162
C0004623,C0770927
C0037278,C0770927
C0162627,C0770927
C0699744,C0770927
C0015403,C0770927
C0021311,C0770927
C0037274,C0770927
C0015397,C0770927
C0013447,C0770927
C0015397,C0770927
C0152027,C0770927
C0152027,C0770927
C0006826,C1881440
C0301872,C1881440
C0030193,C0630704
C0149931,C0630704
C0027765,C0630704
C0030193,C3502522
C0149931,C3502522
C0027765,C3502522
C0006826,C0048852
C0301872,C0048852
C0006826,C2983806
C0301872,C2983806
C0021311,
C0042769,
C0042571,C0614278
C0027765,C0614278
C0007222,C2827241
C0020443,C2827241
C0020557,C2827241
C0020473,C2827241
C0007222,C2827242
C0020443,C2827242
C0020557,C2827242
C0020473,C2827242
C0006826,C1257385
C0006826,C2347691
C0301872,C2347691
C0021368,C0126150
C0035435,C0126150
C0026857,C0126150
C0012242,C0282221
C0025517,C0282221
C0011991,C0282221
C0178238,C0282221
C0014356,C0282221
C0232588,C0282221
C0221171,C0771040
C3179159,C0771040
C0027765,C0771040
C0004936,C0771040
C0003811,C2827243
C0018799,C2827243
C0007222,C2827243
C0014544,C0024002
C0027765,C0024002
C0003467,C0024002
C0027765,C0024002
C0004936,C0024002
C0003811,C1881445
C0018799,C1881445
C0007222,C1881445
C0012242,C2350948
C0025517,C2350948
C0028754,C2350948
C0012242,C2697942
C0025517,C2697942
C0028754,C2697942
C0003467,
C0027765,
C0004936,
C0006826,C2987530
C0301872,C2987530
C2984247,C0700492
C1149108,C0700492
C0007222,C0700492
C0006826,C0245032
C0006826,C2346902
C0006826,C2346902
C0239429,C0772364
C0015397,C0772364
C0152027,C0772364
C0239429,C0126177
C0015397,C0126177
C0152027,C0126177
C0021311,C0288063
C0042769,C0288063
C1373120,C0288063
C0033975,C0304390
C0027765,C0304390
C0004936,C0304390
C0033975,C0024057
C0027765,C0024057
C0004936,C0024057
C0021368,C0065199
C0035435,C0065199
C0021368,C0065199
C0026857,C0065199
C0026857,C0065199
C0003862,C0065199
C0231528,C0065199
C0021368,C0142879
C0035435,C0142879
C0021368,C0142879
C0026857,C0142879
C0026857,C0142879
C0003862,C0142879
C0231528,C0142879
C0027765,C0385965
C0012242,C1684405
C0025517,C1684405
C0009806,C1684405
C0006826,C2980061
C0301872,C2980061
C0035204,C1609686
C0006826,
C0011630,C1956280
C0037274,C1956280
C0035204,
C0024530,C0531104
C0030499,C0531104
C0033740,C0531104
C0006826,C1327944
C0301872,C1327944
C0006826,
C0033975,C2003424
C0027765,C2003424
C0004936,C2003424
C0033975,C2697950
C0027765,C2697950
C0004936,C2697950
C0006826,
C0301872,
C0012242,
C0025517,
C0011847,
C0020456,
C0035204,C1997477
C0019080,
C0018939,
C1149475,C1274097
C0080276,C0546889
C0017411,C0546889
C0005001,C0065331
C0162429,C0065331
C0080276,C0065331
C0042075,C0065331
C0021311,C0717360
C0004623,C0717360
C0080276,C0024321
C3179264,C0024321
C0678884,C0024321
C1522384,C0024321
C0080276,C0024321
C0080276,C0024321
C0032995,C0024321
C3179264,C0024321
C3179264,C0024321
C0678884,C0024321
C1522384,C0024321
C0678884,C0024321
C1522384,C0024321
C0027765,C0024334
C0004936,C0024334
C1263846,C0024334
C0679466,C0024334
C0002520,C0024337
C1822291,C0024337
C0037274,C0024337
C0162429,C0024337
C0037299,C0024337
C0043250,C0024337
C0002520,C0024339
C0018939,C0024339
C3163616,C0024339
C0002520,C0024340
C0002520,C0024340
C0018939,C0024340
C3163616,C0024340
C1822291,C0024340
C0037274,C0024340
C0162429,C0024340
C0037299,C0024340
C0043250,C0024340
C0002520,C3495437
C0018939,C3495437
C3163616,C3495437
C0012242,C0029300
C0025517,C0029300
C0267792,C0029300
C0023895,C0029300
C0015397,C0026794
C0152027,C0026794
C0037278,C3475231
C0021311,C3475231
C0162628,C3475231
C0042769,C3475231
C0037274,C3475231
C0037278,C3475231
C0021311,C3475231
C0162628,C3475231
C0042769,C3475231
C0037274,C3475231
C0015397,C3475231
C0152027,C3475231
C2258685,C0251542
C2984247,C0251542
C0007222,C0251542
C0021368,C1881504
C0026857,C1881504
C0003862,C1881504
C0231528,C1881504
C0544652,C0065464
C0007222,C0065464
C0544652,C0873171
C0007222,C0873171
C0020538,C2606556
C0007222,C2606556
C0015397,C0032483
C0152027,C0032483
C0012242,C0724672
C0025517,C0724672
C0009806,C0724672
C0012242,C0032483
C0025517,C0032483
C0009806,C0032483
C0015397,C0032483
C0152027,C0032483
C0012242,C1720604
C0025517,C1720604
C0009806,C1720604
C0015397,C1720604
C0152027,C1720604
C0012242,C0071559
C0025517,C0071559
C0009806,C0071559
C0035204,C2316763
C0037278,C0024453
C0037274,C0024453
C0037278,C2698002
C0037274,C2698002
C0006826,C0065506
C0301872,C0065506
C0006826,C2981200
C0011630,C0073578
C0037274,C0073578
C0012242,C0024467
C0025517,C0024467
C0024473,C0024467
C0687148,C0024467
C0012242,C0982266
C0025517,C0982266
C0024473,C0982266
C0687148,C0982266
C0012242,C0991847
C0025517,C0991847
C0024473,C0991847
C0687148,C0991847
C0012242,C0126769
C0025517,C0126769
C0151713,C0126769
C0012242,C0771062
C0025517,C0771062
C0151713,C0771062
C0017168,C0771062
C0030920,C0771062
C0012242,C0051515
C0025517,C0051515
C0151713,C0051515
C0012242,C0051515
C0025517,C0051515
C0151713,C0051515
C0012242,C0717898
C0025517,C0717898
C0024473,C0717898
C0687148,C0717898
C0012242,C0771834
C0025517,C0771834
C0024473,C0771834
C0687148,C0771834
C0026836,C0771362
C0026857,C0771362
C0012242,C3265295
C0025517,C3265295
C0024473,C3265295
C0687148,C3265295
C0012242,C0004011
C0025517,C0004011
C0024473,C0004011
C0687148,C0004011
C0012242,C0543448
C0025517,C0543448
C0024473,C0543448
C0687148,C0543448
C0012242,C0065516
C0025517,C0065516
C0024473,C0065516
C0687148,C0065516
C0012242,C0303441
C0025517,C0303441
C0221171,C0303441
C3179159,C0303441
C0024473,C0303441
C0687148,C0303441
C0027765,C0303441
C0004936,C0303441
C0012242,C0303442
C0025517,C0303442
C0151713,C0303442
C0012242,C0719248
C0025517,C0719248
C0024473,C0719248
C0687148,C0719248
C0012242,C3177373
C0025517,C3177373
C0267792,C3177373
C0005424,C3177373
C0012242,C0724622
C0025517,C0724622
C0024473,C0724622
C0687148,C0724622
C0012242,C0126774
C0025517,C0126774
C0009806,C0126774
C0012242,C0126774
C0025517,C0126774
C0024473,C0126774
C0687148,C0126774
C0012242,C0126774
C0025517,C0126774
C0012242,C0126774
C0025517,C0126774
C0018939,C0126774
C3163616,C0126774
C0009806,C0126774
C0024473,C0126774
C0687148,C0126774
C0007222,C0771940
C0020443,C0771940
C0020557,C0771940
C0020473,C0771940
C0012242,C0065520
C0025517,C0065520
C0024473,C0065520
C0687148,C0065520
C0012242,C0024467
C0025517,C0024467
C0024473,C0024467
C0687148,C0024467
C0012242,C0771584
C0025517,C0771584
C0024473,C0771584
C0687148,C0771584
C0221171,C0771584
C3179159,C0771584
C0027765,C0771584
C0004936,C0771584
C0012242,C0770981
C0025517,C0770981
C0024473,C0770981
C0687148,C0770981
C0012242,C1509560
C0025517,C1509560
C0024473,C1509560
C0687148,C1509560
C0012242,C0543448
C0025517,C0543448
C0024473,C0543448
C0687148,C0543448
C0012242,C0024476
C0025517,C0024476
C0012242,C0024476
C0025517,C0024476
C0009806,C0024476
C0024473,C0024476
C0687148,C0024476
C0012242,C0024467
C0025517,C0024467
C0024473,C0024467
C0687148,C0024467
C0012242,C1958566
C0025517,C1958566
C0267792,C1958566
C0023895,C1958566
C0012242,C0283004
C0025517,C0283004
C0003969,C0283004
C0037274,C0283004
C0080276,C0283004
